startup_name,industry,funding_rounds,funding_amount_m,valuation_m,revenue_m,employees,funding_per_employee_m,revenue_per_employee_m,market_share,profitable,estimated_costs_m,profit_m,profit_margin,funding_efficiency,roi_percent,year_founded,startup_age,region,exit_status,ROI_norm,FundingEff_norm,Valuation_norm,RevenuePerEmp_norm,Age_norm,ROI_risk,FundingEff_risk,Valuation_risk,RevenuePerEmp_risk,Age_risk,ProfitMargin_risk,Exit_Adjustment,Risk_Score,risk_category
Startup_183,IoT,1,120.77,1412.31,9.43,1386,0.087,0.007,2.55,1,3.77,5.66,60,0.08,1069.42,2005,17,South America,Private,0.727803914,0.000796337,0.323733772,0.002691273,0.53125,0.272196086,0.999203663,0.676266228,0.997308727,0.46875,0,0.05,0.615800997,Low Risk
Startup_184,E-Commerce,1,251.43,802.02,44.16,1103,0.228,0.04,1.71,1,17.66,26.5,60,0.18,218.98,2007,15,Asia,Acquired,0.015888429,0.001791758,0.183600226,0.0153787,0.46875,0.984111571,0.998208242,0.816399774,0.9846213,0.53125,0,-0.05,0.718947702,Medium Risk
Startup_185,AI,5,69.56,493.39,19.64,3431,0.02,0.006,1.95,0,15.71,3.93,20,0.28,609.3,1994,28,South America,Private,0.342630883,0.002787179,0.112733234,0.002306805,0.875,0.657369117,0.997212821,0.887266766,0.997693195,0.125,1,0.05,0.809028838,High Risk
Startup_186,Cybersecurity,4,249.28,3196.89,18.75,3660,0.068,0.005,0.3,0,15,3.75,20,0.08,1182.45,2019,3,Australia,Acquired,0.822422944,0.000796337,0.733505394,0.001922338,0.09375,0.177577056,0.999203663,0.266494606,0.998077662,0.90625,1,-0.05,0.574545837,Low Risk
Startup_187,Cybersecurity,1,36.54,374.12,9.49,914,0.04,0.01,3.97,0,7.59,1.9,20,0.26,923.86,2008,14,North America,Private,0.605953557,0.002588095,0.0853467,0.003844675,0.4375,0.394046443,0.997411905,0.9146533,0.996155325,0.5625,1,0.05,0.790865286,High Risk
Startup_188,EdTech,4,14.56,102.6,35.73,192,0.076,0.186,2,0,28.58,7.15,20,2.45,604.67,2012,10,Australia,Private,0.338755044,0.024387816,0.023000831,0.071510957,0.3125,0.661244956,0.975612184,0.976999169,0.928489043,0.6875,1,0.05,0.865006908,Very High Risk
Startup_189,IoT,2,115.54,1602.11,75.77,4049,0.029,0.019,4.18,1,30.31,45.46,60,0.66,1286.63,2002,20,Europe,Acquired,0.909633511,0.006569779,0.367315261,0.007304883,0.625,0.090366489,0.993430221,0.632684739,0.992695117,0.375,0,-0.05,0.452584645,Very Low Risk
Startup_190,FinTech,3,11.5,141.12,27.72,3761,0.003,0.007,9.36,1,11.09,16.63,60,2.41,1127.13,2018,4,Asia,Private,0.776113781,0.023989648,0.031845715,0.002691273,0.125,0.223886219,0.976010352,0.968154285,0.997308727,0.875,0,0.05,0.683493077,Medium Risk
Startup_191,FinTech,1,287.2,1774.54,31.3,2020,0.142,0.015,4.36,0,25.04,6.26,20,0.11,517.88,2011,11,Europe,IPO,0.266101894,0.001094963,0.406908286,0.005767013,0.34375,0.733898106,0.998905037,0.593091714,0.994232987,0.65625,1,0,0.786979239,High Risk
Startup_192,Cybersecurity,5,247.95,2663.85,64.3,2097,0.118,0.031,8.79,0,51.44,12.86,20,0.26,974.35,1998,24,Asia,Private,0.648219458,0.002588095,0.611109835,0.011918493,0.75,0.351780542,0.997411905,0.388890165,0.988081507,0.25,1,0.05,0.668973267,Medium Risk
Startup_193,EdTech,2,240.33,2439.11,19.66,3649,0.066,0.005,6.09,1,7.86,11.8,60,0.08,914.9,2008,14,Australia,Private,0.598453013,0.000796337,0.559505495,0.001922338,0.4375,0.401546987,0.999203663,0.440494505,0.998077662,0.5625,0,0.05,0.622263305,Medium Risk
Startup_194,E-Commerce,4,189.12,1477.83,89.71,2135,0.089,0.042,2.55,0,71.77,17.94,20,0.47,681.42,1995,27,South America,Private,0.403003566,0.004678479,0.338778341,0.016147636,0.84375,0.596996434,0.995321521,0.661221659,0.983852364,0.15625,1,0.05,0.760699516,High Risk
Startup_195,FinTech,2,65.29,483.37,52.07,362,0.18,0.144,3.62,0,41.66,10.41,20,0.8,640.34,2004,18,South America,Private,0.368614911,0.007963369,0.110432462,0.055363322,0.5625,0.631385089,0.992036631,0.889567538,0.944636678,0.4375,1,0.05,0.825134231,High Risk
Startup_196,E-Commerce,1,155.72,1109.15,44.82,2427,0.064,0.018,0.93,0,35.86,8.96,20,0.29,612.27,2009,13,Asia,Private,0.345117112,0.002886721,0.254122791,0.006920415,0.40625,0.654882888,0.997113279,0.745877209,0.993079585,0.59375,1,0.05,0.833361897,High Risk
Startup_197,IoT,4,179.38,1866.6,55.83,4262,0.042,0.013,3.4,0,44.66,11.17,20,0.31,940.58,1998,24,South America,Acquired,0.619950108,0.003085805,0.428046916,0.004998078,0.75,0.380049892,0.996914195,0.571953084,0.995001922,0.25,1,-0.05,0.604438563,Low Risk
Startup_198,FinTech,3,157.75,1310.73,16.69,4550,0.035,0.004,6.81,1,6.68,10.01,60,0.11,730.89,2021,1,Australia,Acquired,0.444415611,0.001094963,0.300409179,0.00153787,0.03125,0.555584389,0.998905037,0.699590821,0.99846213,0.96875,0,-0.05,0.640260047,Medium Risk
Startup_199,FinTech,2,78.44,1018.34,61.39,1502,0.052,0.041,0.81,0,49.11,12.28,20,0.78,1198.24,1993,29,South America,Private,0.835640978,0.007764284,0.233271183,0.015763168,0.90625,0.164359022,0.992235716,0.766728817,0.984236832,0.09375,1,0.05,0.661556746,Medium Risk
Startup_200,HealthTech,1,154.82,1708.47,36.37,2163,0.072,0.017,2.13,0,29.1,7.27,20,0.23,1003.52,2007,15,Australia,Private,0.672638082,0.002289468,0.391737427,0.006535948,0.46875,0.327361918,0.997710532,0.608262573,0.993464052,0.53125,1,0.05,0.72476658,Medium Risk
Startup_201,FinTech,5,147.61,566.7,89.73,2560,0.058,0.035,3.88,0,71.78,17.95,20,0.61,283.92,1994,28,Europe,Private,0.070250632,0.006072068,0.129566527,0.013456363,0.875,0.929749368,0.993927932,0.870433473,0.986543637,0.125,1,0.05,0.872269495,Very High Risk
Startup_202,Gaming,4,298.9,3192.86,16.97,2347,0.127,0.007,9.82,1,6.79,10.18,60,0.06,968.2,2009,13,Australia,Private,0.643071205,0.000597253,0.732580033,0.002691273,0.40625,0.356928795,0.999402747,0.267419967,0.997308727,0.59375,0,0.05,0.588197052,Low Risk
Startup_203,AI,2,269.28,1684.01,50.75,2956,0.091,0.017,7.87,0,40.6,10.15,20,0.19,525.38,2012,10,North America,Private,0.272380251,0.0018913,0.386120972,0.006535948,0.3125,0.727619749,0.9981087,0.613879028,0.993464052,0.6875,1,0.05,0.841378139,High Risk
Startup_204,Gaming,2,139.28,1408.64,59.85,1243,0.112,0.048,7.36,0,47.88,11.97,20,0.43,911.37,2000,22,North America,Private,0.595497999,0.004280311,0.322891074,0.018454441,0.6875,0.404502001,0.995719689,0.677108926,0.981545559,0.3125,1,0.05,0.730317611,Medium Risk
Startup_205,EdTech,3,187.07,2088,3.44,978,0.191,0.004,1.25,0,2.75,0.69,20,0.02,1016.16,2011,11,North America,Private,0.683219207,0.000199084,0.478884332,0.00153787,0.34375,0.316780793,0.999800916,0.521115668,0.99846213,0.65625,1,0.05,0.722717051,Medium Risk
Startup_206,EdTech,3,224.49,1295.3,36.43,4732,0.047,0.008,7.83,0,29.14,7.29,20,0.16,477,1993,29,Asia,Private,0.231880661,0.001592674,0.296866174,0.00307574,0.90625,0.768119339,0.998407326,0.703133826,0.99692426,0.09375,1,0.05,0.806095013,High Risk
Startup_207,E-Commerce,5,10.94,92.8,73.29,3970,0.003,0.018,7.87,0,58.63,14.66,20,6.7,748.26,2018,4,Asia,Private,0.458956286,0.066693211,0.020750575,0.006920415,0.125,0.541043714,0.933306789,0.979249425,0.993079585,0.875,1,0.05,0.855271638,Very High Risk
Startup_208,Gaming,5,268.53,1418.89,82.06,1055,0.255,0.078,6.05,1,32.82,49.24,60,0.31,428.39,2002,20,Asia,Acquired,0.191188535,0.003085805,0.325244658,0.029988466,0.625,0.808811465,0.996914195,0.674755342,0.970011534,0.375,0,-0.05,0.635800737,Medium Risk
Startup_209,Gaming,1,258.11,936.44,31.38,3706,0.07,0.008,9.9,0,25.1,6.28,20,0.12,262.81,1998,24,Australia,IPO,0.052579149,0.001194505,0.214465472,0.00307574,0.75,0.947420851,0.998805495,0.785534528,0.99692426,0.25,1,0,0.82898513,High Risk
Startup_210,Gaming,1,137.5,1036.99,79.88,2785,0.049,0.029,3.32,0,63.9,15.98,20,0.58,654.17,2020,2,Asia,Private,0.380192201,0.005773442,0.237553558,0.011149558,0.0625,0.619807799,0.994226558,0.762446442,0.988850442,0.9375,1,0.05,0.860241794,Very High Risk
Startup_211,IoT,5,117.66,865.43,96.78,1593,0.074,0.061,9.42,1,38.71,58.07,60,0.82,635.53,1996,26,Europe,IPO,0.364588391,0.008162453,0.198160301,0.023452518,0.8125,0.635411609,0.991837547,0.801839699,0.976547482,0.1875,0,0,0.642728489,Medium Risk
Startup_212,FinTech,5,82.25,1229.29,85.7,3883,0.021,0.022,9.16,0,68.56,17.14,20,1.04,1394.58,1993,29,North America,Private,1,0.010352379,0.281709092,0.008458285,0.90625,0,0.989647621,0.718290908,0.991541715,0.09375,1,0.05,0.613779418,Low Risk
Startup_213,AI,4,143.26,1197.11,11.85,2373,0.06,0.005,0.21,0,9.48,2.37,20,0.08,735.62,2008,14,Australia,Private,0.448375161,0.000796337,0.274319986,0.001922338,0.4375,0.551624839,0.999203663,0.725680014,0.998077662,0.5625,1,0.05,0.802560594,High Risk
Startup_214,E-Commerce,3,13.79,96.57,74,441,0.031,0.168,4.56,0,59.2,14.8,20,5.37,600.29,2019,3,North America,Private,0.335088483,0.053454111,0.021616235,0.064590542,0.09375,0.664911517,0.946545889,0.978383765,0.935409458,0.90625,1,0.05,0.88323104,Very High Risk
Startup_215,Gaming,1,255.73,2548.53,32.03,2833,0.09,0.011,9.77,1,12.81,19.22,60,0.13,896.57,2020,2,Asia,Private,0.583108708,0.001294047,0.584630292,0.004229143,0.0625,0.416891292,0.998705953,0.415369708,0.995770857,0.9375,0,0.05,0.659385098,Medium Risk
Startup_216,Gaming,3,11.11,45.16,98.84,1561,0.007,0.063,1.12,0,79.07,19.77,20,8.9,306.48,2010,12,Australia,Private,0.089135931,0.088592475,0.009811576,0.024221453,0.375,0.910864069,0.911407525,0.990188424,0.975778547,0.625,1,0.05,0.917392568,Very High Risk
Startup_217,HealthTech,3,99.05,1440.19,48.59,3863,0.026,0.013,5.52,1,19.44,29.15,60,0.49,1354,2020,2,South America,Private,0.966029902,0.004877563,0.330135521,0.004998078,0.0625,0.033970098,0.995122437,0.669864479,0.995001922,0.9375,0,0.05,0.600996972,Low Risk
Startup_218,E-Commerce,5,279.51,2968.26,12.33,1309,0.214,0.009,9.79,1,4.93,7.4,60,0.04,961.95,2008,14,Europe,Private,0.637839241,0.000398168,0.681007839,0.003460208,0.4375,0.362160759,0.999601832,0.318992161,0.996539792,0.5625,0,0.05,0.594040349,Low Risk
Startup_219,Gaming,4,220.7,2661.21,72.55,2389,0.092,0.03,5.6,0,58.04,14.51,20,0.33,1105.8,2020,2,Asia,Private,0.758258133,0.00328489,0.610503644,0.011534025,0.0625,0.241741867,0.99671511,0.389496356,0.988465975,0.9375,1,0.05,0.710222839,Medium Risk
Startup_220,E-Commerce,2,84.78,427.78,32.37,187,0.453,0.173,1.98,1,12.95,19.42,60,0.38,404.58,2021,1,Asia,Private,0.171256843,0.0037826,0.097668,0.06651288,0.03125,0.828743157,0.9962174,0.902332,0.93348712,0.96875,0,0.05,0.828677137,High Risk
Startup_221,FinTech,4,76.17,602.79,99.71,1594,0.048,0.063,5.86,0,79.77,19.94,20,1.31,691.37,1991,31,Europe,Private,0.411332853,0.013040016,0.137853439,0.024221453,0.96875,0.588667147,0.986959984,0.862146561,0.975778547,0.03125,1,0.05,0.77337255,High Risk
Startup_222,HealthTech,4,2.02,16.31,97.98,1592,0.001,0.062,2.12,0,78.38,19.6,20,48.5,707.43,1999,23,Europe,Private,0.424776909,0.482779216,0.003187097,0.023836986,0.71875,0.575223091,0.517220784,0.996812903,0.976163014,0.28125,1,0.05,0.721321317,Medium Risk
Startup_223,E-Commerce,3,208.87,2686.42,65.65,664,0.315,0.099,5.25,1,26.26,39.39,60,0.31,1186.17,1991,31,South America,Private,0.825537009,0.003085805,0.616292313,0.038062284,0.96875,0.174462991,0.996914195,0.383707687,0.961937716,0.03125,0,0.05,0.497970397,Very Low Risk
Startup_224,AI,4,15.11,45.55,13.07,164,0.092,0.08,0.83,1,5.23,7.84,60,0.86,201.46,1991,31,Asia,Private,0.001222187,0.008560621,0.009901127,0.030757401,0.96875,0.998777813,0.991439379,0.990098873,0.969242599,0.03125,0,0.05,0.79500855,High Risk
Startup_225,AI,1,160.01,1057.7,68.72,3958,0.04,0.017,6.09,1,27.49,41.23,60,0.43,561.02,2013,9,Asia,Private,0.302215004,0.004280311,0.242308946,0.006535948,0.28125,0.697784996,0.995719689,0.757691054,0.993464052,0.71875,0,0.05,0.758138453,High Risk
Startup_226,EdTech,3,288.66,4264.9,9.39,1016,0.284,0.009,5.22,0,7.51,1.88,20,0.03,1377.48,2006,16,North America,Private,0.985685345,0.000298626,0.978739673,0.003460208,0.5,0.014314655,0.999701374,0.021260327,0.996539792,0.5,1,0.05,0.556188956,Low Risk
Startup_227,HealthTech,1,33.29,289.58,3.03,57,0.584,0.053,7.43,0,2.42,0.61,20,0.09,769.87,2021,1,Australia,Private,0.477046326,0.000895879,0.065934798,0.020376778,0.03125,0.522953674,0.999104121,0.934065202,0.979623222,0.96875,1,0.05,0.864487506,Very High Risk
Startup_228,HealthTech,2,268.4,2037.24,82.31,2312,0.116,0.036,6.34,1,32.92,49.39,60,0.31,659.03,2005,17,Australia,Private,0.384260577,0.003085805,0.467228925,0.01384083,0.53125,0.615739423,0.996914195,0.532771075,0.98615917,0.46875,0,0.05,0.678032231,Medium Risk
Startup_229,EdTech,3,297.45,1320.07,21.05,1233,0.241,0.017,5.54,0,16.84,4.21,20,0.07,343.8,2005,17,North America,Private,0.120377036,0.000696795,0.302553811,0.006535948,0.53125,0.879622964,0.999303205,0.697446189,0.993464052,0.46875,1,0.05,0.870277918,Very High Risk
Startup_230,E-Commerce,2,18.92,277.93,37.96,1040,0.018,0.037,6.93,0,30.37,7.59,20,2.01,1368.97,2020,2,Australia,Private,0.978561503,0.020007963,0.063259748,0.014225298,0.0625,0.021438497,0.979992037,0.936740252,0.985774702,0.9375,1,0.05,0.733485275,Medium Risk
Startup_231,HealthTech,3,264.93,858.46,97.35,3707,0.071,0.026,1.53,0,77.88,19.47,20,0.37,224.03,2013,9,Europe,Private,0.020115857,0.003683058,0.196559864,0.009996155,0.28125,0.979884143,0.996316942,0.803440136,0.990003845,0.71875,1,0.05,0.935126021,Very High Risk
Startup_232,AI,5,155.07,1836.98,33.75,4050,0.038,0.008,5.99,0,27,6.75,20,0.22,1084.61,1990,32,Australia,Private,0.740519681,0.002189926,0.421245632,0.00307574,1,0.259480319,0.997810074,0.578754368,0.99692426,0,1,0.05,0.650783889,Medium Risk
Startup_233,AI,4,272,3324.71,29.72,4950,0.055,0.006,1.8,1,11.89,17.83,60,0.11,1122.32,2000,22,Australia,Private,0.772087261,0.001094963,0.762855162,0.002306805,0.6875,0.227912739,0.998905037,0.237144838,0.997693195,0.3125,0,0.05,0.523234897,Very Low Risk
Startup_234,Gaming,5,171.61,1016.6,91.83,4454,0.039,0.021,9.26,0,73.46,18.37,20,0.54,492.39,2010,12,North America,Private,0.24476385,0.005375274,0.232871648,0.008073818,0.375,0.75523615,0.994624726,0.767128352,0.991926182,0.625,1,0.05,0.864092163,Very High Risk
Startup_235,FinTech,2,198.8,2198.47,11.16,1269,0.157,0.009,0.78,1,4.46,6.7,60,0.06,1005.87,1993,29,South America,Acquired,0.674605301,0.000597253,0.504250228,0.003460208,0.90625,0.325394699,0.999402747,0.495749772,0.996539792,0.09375,0,-0.05,0.464447659,Very Low Risk
Startup_236,HealthTech,4,163.36,672.25,75.98,1889,0.086,0.04,4.36,0,60.78,15.2,20,0.47,311.51,1996,26,Australia,Private,0.093346616,0.004678479,0.153802703,0.0153787,0.8125,0.906653384,0.995321521,0.846197297,0.9846213,0.1875,1,0.05,0.86910044,Very High Risk
Startup_237,E-Commerce,3,259.42,1578.46,98.81,1814,0.143,0.054,6.99,1,39.52,59.29,60,0.38,508.46,2015,7,Australia,Private,0.258216277,0.0037826,0.361884796,0.020761246,0.21875,0.741783723,0.9962174,0.638115204,0.979238754,0.78125,0,0.05,0.755417505,High Risk
Startup_238,EdTech,4,220.31,2743.92,90.14,3172,0.069,0.028,4.63,0,72.11,18.03,20,0.41,1145.48,2001,21,South America,Private,0.791474828,0.004081226,0.629495346,0.01076509,0.65625,0.208525172,0.995918774,0.370504654,0.98923491,0.34375,1,0.05,0.639650982,Medium Risk
Startup_239,EdTech,1,156.62,2094.99,65.2,3802,0.041,0.017,1.01,0,52.16,13.04,20,0.42,1237.63,2020,2,North America,Private,0.868614911,0.004180768,0.480489362,0.006535948,0.0625,0.131385089,0.995819232,0.519510638,0.993464052,0.9375,1,0.05,0.702706322,Medium Risk
Startup_240,E-Commerce,4,260.51,2683.73,31.47,2346,0.111,0.013,5.58,0,25.18,6.29,20,0.12,930.18,2006,16,South America,Private,0.611244119,0.001194505,0.615674641,0.004998078,0.5,0.388755881,0.998805495,0.384325359,0.995001922,0.5,1,0.05,0.703849161,Medium Risk
Startup_241,IoT,1,73.96,671.71,25.51,3419,0.022,0.007,6.45,0,20.41,5.1,20,0.34,808.21,2022,0,North America,Private,0.509141288,0.003384432,0.153678709,0.002691273,0,0.490858712,0.996615568,0.846321291,0.997308727,1,1,0.05,0.848582294,High Risk
Startup_242,Cybersecurity,4,47.62,233.89,81.94,822,0.058,0.1,7.07,0,65.55,16.39,20,1.72,391.16,2000,22,Europe,Acquired,0.16002277,0.017121242,0.053147373,0.038446751,0.6875,0.83997723,0.982878758,0.946852627,0.961553249,0.3125,1,-0.05,0.77408094,High Risk
Startup_243,FinTech,1,48.54,182.38,87.99,2442,0.02,0.036,3.8,1,35.2,52.79,60,1.81,275.73,2017,5,North America,Private,0.063394666,0.018017121,0.041319752,0.01384083,0.15625,0.936605334,0.981982879,0.958680248,0.98615917,0.84375,0,0.05,0.856648822,Very High Risk
Startup_244,EdTech,2,100.54,443.56,52.59,893,0.113,0.059,5.68,1,21.04,31.55,60,0.52,341.18,2021,1,Europe,Private,0.118183797,0.00517619,0.101291371,0.022683583,0.03125,0.881816203,0.99482381,0.898708629,0.977316417,0.96875,0,0.05,0.84769757,High Risk
Startup_245,HealthTech,5,71.99,412.38,24.51,672,0.107,0.036,4.56,0,19.61,4.9,20,0.34,472.83,1990,32,Europe,IPO,0.228389894,0.003384432,0.094131883,0.01384083,1,0.771610106,0.996615568,0.905868117,0.98615917,0,1,0,0.776029733,High Risk
Startup_246,FinTech,3,279.06,1981.35,11.38,4733,0.059,0.002,6.75,0,9.1,2.28,20,0.04,610.01,2017,5,North America,IPO,0.343225234,0.000398168,0.454395577,0.000768935,0.15625,0.656774766,0.999601832,0.545604423,0.999231065,0.84375,1,0,0.780214381,High Risk
Startup_247,HealthTech,4,32.2,243.78,8.81,2629,0.012,0.003,5.88,0,7.05,1.76,20,0.27,657.08,1996,26,Asia,Private,0.382628204,0.002687637,0.055418295,0.001153403,0.8125,0.617371796,0.997312363,0.944581705,0.998846597,0.1875,1,0.05,0.814069667,High Risk
Startup_248,IoT,5,209.85,1501.66,71.94,4237,0.05,0.017,5.3,0,57.55,14.39,20,0.34,615.59,1991,31,North America,Private,0.347896332,0.003384432,0.344250137,0.006535948,0.96875,0.652103668,0.996615568,0.655749863,0.993464052,0.03125,1,0.05,0.762856118,High Risk
Startup_249,AI,3,57.17,335.51,42.07,4528,0.013,0.009,2.57,1,16.83,25.24,60,0.74,486.86,2013,9,Australia,IPO,0.240134608,0.007366116,0.076481151,0.003460208,0.28125,0.759865392,0.992633884,0.923518849,0.996539792,0.71875,0,0,0.748376921,Medium Risk
Startup_250,FinTech,3,264.55,2411.82,90.55,823,0.321,0.11,0.12,1,36.22,54.33,60,0.34,811.67,1993,29,Australia,Private,0.512037704,0.003384432,0.553239221,0.042291426,0.90625,0.487962296,0.996615568,0.446760779,0.957708574,0.09375,0,0.05,0.591359091,Low Risk
Startup_251,Gaming,1,288.41,3721.48,73.99,2193,0.132,0.034,1.82,0,59.19,14.8,20,0.26,1190.34,2008,14,Asia,Private,0.829027775,0.002588095,0.85396068,0.013071895,0.4375,0.170972225,0.997411905,0.14603932,0.986928105,0.5625,1,0.05,0.618420551,Low Risk
Startup_252,EdTech,2,139.91,889.33,19.21,1111,0.126,0.017,1.26,0,15.37,3.84,20,0.14,535.64,2015,7,Europe,Private,0.280969044,0.001393589,0.20364817,0.006535948,0.21875,0.719030956,0.998606411,0.79635183,0.993464052,0.78125,1,0.05,0.876076404,Very High Risk
Startup_253,FinTech,2,263.78,3774.33,61.42,2229,0.118,0.028,4.55,0,49.14,12.28,20,0.23,1330.86,2000,22,Asia,Private,0.946659077,0.002289468,0.866095989,0.01076509,0.6875,0.053340923,0.997710532,0.133904011,0.98923491,0.3125,1,0.05,0.562598175,Low Risk
Startup_254,FinTech,5,2.04,27.5,43.61,202,0.01,0.216,6.16,1,17.44,26.17,60,21.38,1248.04,2000,22,Australia,Private,0.877329271,0.212821023,0.005756522,0.083044983,0.6875,0.122670729,0.787178977,0.994243478,0.916955017,0.3125,0,0.05,0.556033252,Low Risk
Startup_255,FinTech,2,246.07,1215.87,57.77,2676,0.092,0.022,2.21,0,46.22,11.55,20,0.23,394.12,1992,30,Asia,Private,0.162500628,0.002289468,0.278627619,0.008458285,0.9375,0.837499372,0.997710532,0.721372381,0.991541715,0.0625,1,0.05,0.822104064,High Risk
Startup_256,Cybersecurity,4,68.97,857.66,73.83,3497,0.02,0.021,9.4,1,29.53,44.3,60,1.07,1143.53,2001,21,North America,Private,0.789842455,0.010651005,0.196376169,0.008073818,0.65625,0.210157545,0.989348995,0.803623831,0.991926182,0.34375,0,0.05,0.604116687,Low Risk
Startup_257,FinTech,2,272.66,2697.98,80.64,2453,0.111,0.033,0.17,1,32.26,48.38,60,0.3,889.5,1992,30,Asia,Private,0.57719031,0.002986263,0.618946696,0.012687428,0.9375,0.42280969,0.997013737,0.381053304,0.987312572,0.0625,0,0.05,0.566610051,Low Risk
Startup_258,HealthTech,5,0.84,8.23,84.39,475,0.002,0.178,7.75,0,67.51,16.88,20,100.46,879.76,2016,6,Europe,IPO,0.569036816,1,0.001331784,0.068435217,0.1875,0.430963184,0,0.998668216,0.931564783,0.8125,1,0,0.578525746,Low Risk
Startup_259,AI,2,167.08,1285.27,25.47,1953,0.086,0.013,6.29,1,10.19,15.28,60,0.15,669.25,1991,31,North America,Private,0.392815885,0.001493132,0.294563106,0.004998078,0.96875,0.607184115,0.998506868,0.705436894,0.995001922,0.03125,0,0.05,0.659688225,Medium Risk
Startup_260,IoT,4,227.11,2047.13,3.21,3904,0.058,0.001,3.8,0,2.57,0.64,20,0.01,801.38,2005,17,South America,Acquired,0.503423797,9.95E-05,0.469499846,0.000384468,0.53125,0.496576203,0.999900458,0.530500154,0.999615532,0.46875,1,-0.05,0.650516495,Medium Risk
Startup_261,E-Commerce,1,77.98,605.6,73.96,2015,0.039,0.037,0.6,1,29.58,44.38,60,0.95,676.61,1991,31,Australia,IPO,0.398977046,0.0094565,0.138498666,0.014225298,0.96875,0.601022954,0.9905435,0.861501334,0.985774702,0.03125,0,0,0.628580844,Medium Risk
Startup_262,FinTech,5,58.34,552.88,10.72,3805,0.015,0.003,6.31,0,8.58,2.14,20,0.18,847.69,2019,3,Australia,Acquired,0.542190561,0.001791758,0.126393207,0.001153403,0.09375,0.457809439,0.998208242,0.873606793,0.998846597,0.90625,1,-0.05,0.735587017,Medium Risk
Startup_263,EdTech,1,25.69,270.65,31.56,4123,0.006,0.008,3.92,0,25.25,6.31,20,1.23,953.52,2009,13,Asia,Acquired,0.630782367,0.012243679,0.06158813,0.00307574,0.40625,0.369217633,0.987756321,0.93841187,0.99692426,0.59375,1,-0.05,0.689531092,Medium Risk
Startup_264,FinTech,1,98.27,1089.98,0.48,3801,0.026,0,9.37,1,0.19,0.29,60,0,1009.17,2017,5,North America,Private,0.677367778,0,0.249721014,0,0.15625,0.322632222,1,0.750278986,1,0.84375,0,0.05,0.677574903,Medium Risk
Startup_265,EdTech,1,168.17,1579.08,68.2,3993,0.042,0.017,5.47,1,27.28,40.92,60,0.41,838.98,2014,8,South America,IPO,0.534899295,0.004081226,0.362027159,0.006535948,0.25,0.465100705,0.995918774,0.637972841,0.993464052,0.75,0,0,0.635174465,Medium Risk
Startup_266,HealthTech,3,35.2,410.33,16.8,239,0.147,0.07,9.4,1,6.72,10.08,60,0.48,1065.71,2021,1,North America,Private,0.72469822,0.004778021,0.093661167,0.026912726,0.03125,0.27530178,0.995221979,0.906338833,0.973087274,0.96875,0,0.05,0.696658757,Medium Risk
Startup_267,EdTech,3,113.32,532.08,65.56,933,0.121,0.07,2.28,0,52.45,13.11,20,0.58,369.54,1999,23,Australia,Private,0.141924358,0.005773442,0.121617153,0.026912726,0.71875,0.858075642,0.994226558,0.878382847,0.973087274,0.28125,1,0.05,0.86920974,Very High Risk
Startup_268,Gaming,1,3.22,17.85,99.18,3612,0.001,0.027,7.28,1,39.67,59.51,60,30.8,454.35,2022,0,North America,Private,0.212920022,0.306589687,0.003540709,0.010380623,0,0.787079978,0.693410313,0.996459291,0.989619377,1,0,0.05,0.783363857,High Risk
Startup_269,E-Commerce,5,245.69,3150.93,7.36,527,0.466,0.014,6.21,0,5.89,1.47,20,0.03,1182.48,2002,20,South America,Acquired,0.822448057,0.000298626,0.722952152,0.005382545,0.625,0.177551943,0.999701374,0.277047848,0.994617455,0.375,1,-0.05,0.522578056,Very Low Risk
Startup_270,AI,4,38.97,267.74,7.8,3528,0.011,0.002,7.42,1,3.12,4.68,60,0.2,587.04,2005,17,Asia,Private,0.323996719,0.001990842,0.060919941,0.000768935,0.53125,0.676003281,0.998009158,0.939080059,0.999231065,0.46875,0,0.05,0.75622432,High Risk
Startup_271,EdTech,4,85.36,279.53,34.1,4531,0.019,0.008,2.23,0,27.28,6.82,20,0.4,227.47,2011,11,Europe,Private,0.02299553,0.003981684,0.063627137,0.00307574,0.34375,0.97700447,0.996018316,0.936372863,0.99692426,0.65625,1,0.05,0.949074349,Very High Risk
Startup_272,EdTech,2,6.02,29.17,86.65,4893,0.001,0.018,6.68,1,34.66,51.99,60,14.39,384.55,2009,13,North America,Private,0.154489444,0.143241091,0.006139984,0.006920415,0.40625,0.845510556,0.856758909,0.993860016,0.993079585,0.59375,0,0.05,0.790145361,High Risk
Startup_273,AI,5,129.96,738.61,21.63,1634,0.08,0.013,5.03,1,8.65,12.98,60,0.17,468.34,2016,6,Europe,Private,0.224631251,0.001692216,0.169040151,0.004998078,0.1875,0.775368749,0.998307784,0.830959849,0.995001922,0.8125,0,0.05,0.79864801,High Risk
Startup_274,E-Commerce,3,252.12,3652.68,36.1,4633,0.054,0.008,7.45,1,14.44,21.66,60,0.14,1348.79,2005,17,Australia,Private,0.961668536,0.001393589,0.838162964,0.00307574,0.53125,0.038331464,0.998606411,0.161837036,0.99692426,0.46875,0,0.05,0.479993342,Very Low Risk
Startup_275,FinTech,1,117.95,1164.93,6.94,1321,0.089,0.005,3.34,0,5.55,1.39,20,0.06,887.65,2021,1,Asia,Private,0.575641648,0.000597253,0.26693088,0.001922338,0.03125,0.424358352,0.999402747,0.73306912,0.998077662,0.96875,1,0.05,0.812517155,High Risk
